genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.4	BACCOP_02477		LSU ribosomal protein L20p	LSU ribosomal protein L20p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.4	BACCOP_02477		LSU ribosomal protein L20p	LSU ribosomal protein L20p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.5	BACCOP_02478		LSU ribosomal protein L35p	LSU ribosomal protein L35p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.5	BACCOP_02478		LSU ribosomal protein L35p	LSU ribosomal protein L35p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.6	BACCOP_02479		Translation initiation factor 3	Translation initiation factor 3	Protein Processing	Protein Synthesis	Translation	Translation initiation factors, bacterial
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.7	BACCOP_02480		Threonyl-tRNA synthetase (EC 6.1.1.3)	Threonyl-tRNA synthetase (EC 6.1.1.3)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Thr
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.9	BACCOP_02482		Peptide deformylase (EC 3.5.1.88)	Peptide deformylase (EC 3.5.1.88)	Protein Processing	Protein Synthesis	Translation	Translation termination factors, bacterial
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.10	BACCOP_02483		Putative pre-16S rRNA nuclease Yqg	Putative pre-16S rRNA nuclease Yqg	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Cluster containing Glutathione synthetase
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.19	BACCOP_02493		Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	Pyruvate-flavodoxin oxidoreductase	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate:ferredoxin oxidoreductase
470145.6	Bacteroides coprocola DSM 17136	fig|470145.6.peg.25	BACCOP_02501		tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
