genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.11	RBR_00190		Chaperone protein HtpG	Chaperone protein HtpG	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Protein chaperones
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.15	RBR_00220		Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)	Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.37	RBR_00420		Choloylglycine hydrolase	Choloylglycine hydrolase (EC 3.5.1.24)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Bile hydrolysis
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.41	RBR_00460		NPQTN specific sortase B	NPQTN specific sortase B	Metabolism	Iron acquisition and metabolism		Heme, hemin uptake and utilization systems in GramPositives
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.94	RBR_01000		DNA topoisomerase III (EC 5.99.1.2)	DNA topoisomerase III (EC 5.99.1.2)	DNA Processing	DNA Processing	DNA uptake, competence	DNA processing cluster
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.112			Chromosome (plasmid) partitioning protein ParB	Chromosome (plasmid) partitioning protein ParB		Clustering-based subsystems	Cell Division	Cell division related cluster
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.112			Chromosome (plasmid) partitioning protein ParB	Chromosome (plasmid) partitioning protein ParB	Cellular Processes	Cell Cycle, Cell Division and Death		Two cell division clusters relating to chromosome partitioning
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.113	RBR_01260		Chromosome (plasmid) partitioning protein ParA	Chromosome (plasmid) partitioning protein ParA		Clustering-based subsystems	Cell Division	Cell division related cluster
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.113	RBR_01260		Chromosome (plasmid) partitioning protein ParA	Chromosome (plasmid) partitioning protein ParA	Cellular Processes	Cell Cycle, Cell Division and Death		Two cell division clusters relating to chromosome partitioning
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.118	RBR_01310		Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.123	RBR_01360		Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.123	RBR_01360		Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Cellular Processes	Cell Cycle, Cell Division and Death		Macromolecular synthesis operon
657321.5	Ruminococcus bromii L2-63	fig|657321.5.peg.124	RBR_01370		Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
