genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.14	HMPREF9449_00016		dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Capsule and Slime layer	dTDP-rhamnose synthesis
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.49	HMPREF9449_00050		Glycine cleavage system H protein	Glycine cleavage system H protein	Metabolism	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.49	HMPREF9449_00050		Glycine cleavage system H protein	Glycine cleavage system H protein	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.50	HMPREF9449_00051		Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	Cellular Processes	Cell Cycle, Cell Division and Death		Bacterial checkpoint-control-related cluster
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.68	HMPREF9449_00066		Twin-arginine translocation protein TatC	Twin-arginine translocation protein TatC	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein targeting, sorting, translocation	Twin-arginine translocation system
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.69	HMPREF9449_00067		Twin-arginine translocation protein TatA	Twin-arginine translocation protein TatA	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein targeting, sorting, translocation	Twin-arginine translocation system
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.80	HMPREF9449_00077		Alcohol dehydrogenase (EC 1.1.1.1)	Alcohol dehydrogenase (EC 1.1.1.1)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.88	HMPREF9449_00083		Toxin HigB / Protein kinase domain of HipA	Toxin HigB	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-Antitoxin system HigAB
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.114	HMPREF9449_00111		3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.114	HMPREF9449_00111		3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis cluster
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.114	HMPREF9449_00111		3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid synthesis
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.115	HMPREF9449_00112		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.124	HMPREF9449_00121		tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	RNA Processing	RNA Processing	RNA processing and modification	5-methylaminomethyl-2-thiouridine
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.124	HMPREF9449_00121		tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	Protein Processing	Protein Synthesis		Universal GTPases
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.136	HMPREF9449_00131		G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27)	G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27)	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.138	HMPREF9449_00133		Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.138	HMPREF9449_00133		Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.149	HMPREF9449_00147		CoA-disulfide reductase (EC 1.8.1.14) / Disulfide bond regulator	CoA-disulfide reductase (EC 1.8.1.14)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	CoA disulfide thiol-disulfide redox system
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.165	HMPREF9449_00160		Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	DNA Processing	DNA Processing	DNA repair	2-phosphoglycolate salvage
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.165	HMPREF9449_00160		Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolate, glyoxylate interconversions
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.165	HMPREF9449_00160		Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	Metabolism	Metabolite damage and its repair or mitigation		Metabolite repair
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.175	HMPREF9449_00169		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	Membrane Transport	Membrane Transport		Utilization systems for glycans and polysaccharides (PULs, SUS)
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.176	HMPREF9449_00170		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	Membrane Transport	Membrane Transport		Utilization systems for glycans and polysaccharides (PULs, SUS)
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.181	HMPREF9449_00175		RNA pseudouridylate synthase BT0642	RNA pseudouridylate synthase BT0642	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.183	HMPREF9449_00177		Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)		Clustering-based subsystems	Cell Division	Cell division related cluster including coaD
742817.3	Odoribacter laneus YIT 12061	fig|742817.3.peg.187	HMPREF9449_00182		Serine hydroxymethyltransferase (EC 2.1.2.1)	Serine hydroxymethyltransferase (EC 2.1.2.1)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
