genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.4			Valyl-tRNA synthetase (EC 6.1.1.9)	Valyl-tRNA synthetase (EC 6.1.1.9)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Val
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.5			Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Nucleoside triphosphate pyrophosphohydrolase MazG
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.10			Ribonuclease Z (EC 3.1.26.11)	Ribonuclease Z (EC 3.1.26.11)	RNA Processing	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.11			hypothetical domain / Cold shock protein of CSP family	Cold shock protein of CSP family	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Cold shock proteins of CSP family
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.12			SSU ribosomal protein S1p	SSU ribosomal protein S1p	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence		Hfl operon
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.13			SSU ribosomal protein S1p	SSU ribosomal protein S1p	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence		Hfl operon
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.26			4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	RNA Processing	RNA Processing	RNA processing and modification	Possible RNA modification and stress response cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.26			4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.45			Protein translocase membrane subunit SecG	Protein translocase membrane subunit SecG	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.46			Exodeoxyribonuclease III (EC 3.1.11.2)	Exodeoxyribonuclease III (EC 3.1.11.2)	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.51			6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.53			DNA recombination and repair protein RecF	DNA recombination and repair protein RecF	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial RecFOR pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.54			DNA recombination and repair protein RecF	DNA recombination and repair protein RecF	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial RecFOR pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.56			5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.56			5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Metabolism	Carbohydrates	C-1 compound metabolism	One-carbon metabolism by tetrahydropterines
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.60			Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein degradation	Protein degradation
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.61			Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein degradation	Protein degradation
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.63			MarC family integral membrane protein	MarC family integral membrane protein	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Inner membrane proteins of MarC family, not involved in antibiotic resistance
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.70			ATP-dependent DNA helicase RecQ	ATP-dependent DNA helicase RecQ	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial RecFOR pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.107			Enolase (EC 4.2.1.11)	Enolase (EC 4.2.1.11)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.107			Enolase (EC 4.2.1.11)	Enolase (EC 4.2.1.11)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.123			Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	Metabolism	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.124			GDP-L-fucose synthetase (EC 1.1.1.271)	GDP-L-fucose synthetase (EC 1.1.1.271)	Metabolism	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.125			GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	Metabolism	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.148			Capsular polysaccharide transcription antitermination protein, UpxY family	Capsular polysaccharide transcription antitermination protein, UpxY family	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Bacteroides capsular polysaccharide transcription antitermination proteins
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.172			Antitoxin HigA	Antitoxin HigA	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-Antitoxin system HigAB
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.173			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.174			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.175			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.176			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.178			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.179			beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.185			Choloylglycine hydrolase (EC 3.5.1.24)	Choloylglycine hydrolase (EC 3.5.1.24)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Bile hydrolysis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.192			ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.193			Histidinol dehydrogenase (EC 1.1.1.23)	Histidinol dehydrogenase (EC 1.1.1.23)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.194			Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.195			Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Histidinol-phosphatase (EC 3.1.3.15)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.195			Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.196			NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	Glutamine amidotransferase chain of NAD synthetase	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.196			NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	Glutamine amidotransferase chain of NAD synthetase	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.196			NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	NAD synthetase (EC 6.3.1.5)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.196			NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	NAD synthetase (EC 6.3.1.5)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.202			Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor	Periplasmic chaperone of outer membrane proteins Skp	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Outer membrane
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.207			Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.207			Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.211			Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	Membrane Transport	Membrane Transport		Utilization systems for glycans and polysaccharides (PULs, SUS)
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.212			Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	Membrane Transport	Membrane Transport		Utilization systems for glycans and polysaccharides (PULs, SUS)
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.220			Biotin synthase (EC 2.8.1.6)	Biotin synthase (EC 2.8.1.6)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.220			Biotin synthase (EC 2.8.1.6)	Biotin synthase (EC 2.8.1.6)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.220			Biotin synthase (EC 2.8.1.6)	Biotin synthase (EC 2.8.1.6)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.221			Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.221			Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.221			Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.222			8-amino-7-oxononanoate synthase (EC 2.3.1.47)	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.222			8-amino-7-oxononanoate synthase (EC 2.3.1.47)	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.222			8-amino-7-oxononanoate synthase (EC 2.3.1.47)	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.223			Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.223			Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.223			Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.224			Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.224			Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.224			Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.225			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.225			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.225			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.226			Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.227			Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.228			Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.232			L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	"Diaminopimelate Synthesis "
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.232			L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.233			Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	"Diaminopimelate Synthesis "
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.233			Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives		Amino acid racemase
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.233			Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.237			Predicted sialic acid transporter	Predicted sialic acid transporter	Metabolism	Carbohydrates	"Amino sugars and nucleotide sugars "	N-acetylneuraminate utilization
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.247			6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway
1236538.3	Bacteroides sartorii JCM 16497	fig|1236538.3.peg.248			Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway
