genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.7	FAEPRAM212_00897		DNA primase (EC 2.7.7.-)	DNA primase DnaG	Cellular Processes	Cell Cycle, Cell Division and Death		Macromolecular synthesis operon
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.8	FAEPRAM212_00898		Antitoxin HigA / unknown domain	Antitoxin HigA	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-Antitoxin system HigAB
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.9	FAEPRAM212_00899		RNA polymerase sigma factor RpoD	RNA polymerase sigma factor RpoD	Cellular Processes	Cell Cycle, Cell Division and Death		Macromolecular synthesis operon
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.12	FAEPRAM212_00911		Argininosuccinate synthase (EC 6.3.4.5)	Argininosuccinate synthase (EC 6.3.4.5)	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis via N-acetyl-L-citrulline
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.12	FAEPRAM212_00911		Argininosuccinate synthase (EC 6.3.4.5)	Argininosuccinate synthase (EC 6.3.4.5)	Metabolism	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline biosynthesis (for review)
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.28	FAEPRAM212_00929		beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.38	FAEPRAM212_00941		beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.40	FAEPRAM212_00943		beta-galactosidase (EC 3.2.1.23)	beta-galactosidase (EC 3.2.1.23)	Metabolism	Carbohydrates	Di- and oligosaccharides	Lactose utilization
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.55	FAEPRAM212_00437		Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	Metabolism	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
411485.10	Faecalibacterium prausnitzii M21/2	fig|411485.10.peg.57	FAEPRAM212_00439		Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
